age,annual_income,employment_type,investment_horizon,risk_tolerance_score,financial_goal,dependents,tax_bracket,preferred_liquidity,investment_knowledge,recommended_product,recommended_product_full
42,329044,Retired,1,5,Emergency,2,<5L,High,Expert,Combo,Mixed Investment Portfolio
52,1631757,Self-employed,9,1,Retirement,0,>15L,High,Expert,NPS,National Pension System
41,916630,Salaried,11,6,Emergency,1,5–10L,Medium,Beginner,NPS,National Pension System
44,2285859,Self-employed,24,5,Retirement,0,>15L,Medium,Intermediate,NPS,National Pension System
49,1703857,Self-employed,9,6,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
56,1841383,Self-employed,17,1,Emergency,3,>15L,Medium,Intermediate,NSC,National Savings Certificate
41,551897,Self-employed,23,5,Wealth Creation,1,5–10L,Low,Expert,PPF,Public Provident Fund
42,681577,Self-employed,20,2,Emergency,3,5–10L,Low,Beginner,PPF,Public Provident Fund
47,776454,Student,15,4,Wealth Creation,0,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
40,2237801,Salaried,24,1,Retirement,0,>15L,High,Expert,NPS,National Pension System
43,559718,Self-employed,19,2,Wealth Creation,0,5–10L,High,Expert,NSC,National Savings Certificate
33,681817,Self-employed,22,4,Emergency,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
53,1660754,Retired,11,3,Tax Saving,3,>15L,Low,Beginner,PPF,Public Provident Fund
51,2482632,Self-employed,7,8,Retirement,3,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
30,2211719,Retired,21,1,Emergency,2,>15L,Low,Beginner,PPF,Public Provident Fund
29,2282667,Self-employed,17,6,Child Education,2,>15L,Low,Beginner,PPF,Public Provident Fund
30,964393,Self-employed,1,6,Child Education,3,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
57,1129431,Retired,6,4,Tax Saving,3,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
52,2193459,Salaried,9,4,Retirement,1,>15L,Low,Expert,NPS,National Pension System
56,580301,Self-employed,6,3,Child Education,1,5–10L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
27,2430047,Student,15,2,Wealth Creation,1,>15L,Medium,Expert,NSC,National Savings Certificate
50,1032084,Salaried,8,7,Retirement,3,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
26,602587,Retired,21,4,Emergency,1,5–10L,Low,Beginner,PPF,Public Provident Fund
49,1105064,Student,1,3,Child Education,1,10–15L,Low,Expert,SSY,Sukanya Samriddhi Yojana
42,1099848,Self-employed,12,2,Child Education,3,10–15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
36,726228,Student,13,2,Wealth Creation,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
24,904502,Retired,16,5,Child Education,2,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
30,337880,Self-employed,22,2,Wealth Creation,1,<5L,Medium,Intermediate,NSC,National Savings Certificate
56,436647,Self-employed,10,3,Tax Saving,3,<5L,High,Intermediate,NSC,National Savings Certificate
25,727531,Self-employed,12,1,Retirement,0,5–10L,Low,Expert,NPS,National Pension System
30,1087424,Self-employed,13,5,Child Education,0,10–15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
23,1654539,Self-employed,1,6,Child Education,0,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
54,1351554,Self-employed,1,7,Tax Saving,1,10–15L,High,Beginner,Combo,Mixed Investment Portfolio
39,2333740,Retired,22,3,Child Education,1,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
52,557266,Retired,1,6,Emergency,0,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
56,1284789,Retired,13,1,Child Education,1,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
53,638084,Self-employed,3,1,Retirement,0,5–10L,Medium,Expert,NPS,National Pension System
28,2234498,Student,10,8,Retirement,3,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
31,1870113,Self-employed,7,3,Emergency,0,>15L,Low,Expert,NSC,National Savings Certificate
36,1414234,Self-employed,13,9,Retirement,0,10–15L,High,Expert,ELSS,Equity Linked Savings Scheme
51,1438508,Self-employed,14,3,Child Education,2,10–15L,Low,Beginner,PPF,Public Provident Fund
56,2075322,Salaried,8,9,Emergency,2,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
47,1263360,Self-employed,1,2,Wealth Creation,2,10–15L,High,Intermediate,NSC,National Savings Certificate
44,1677123,Retired,13,1,Retirement,0,>15L,Medium,Expert,NPS,National Pension System
22,510906,Retired,21,4,Wealth Creation,3,5–10L,Low,Beginner,PPF,Public Provident Fund
38,1067155,Salaried,4,5,Tax Saving,1,10–15L,Low,Expert,NPS,National Pension System
37,889488,Salaried,8,5,Child Education,1,5–10L,Medium,Beginner,NPS,National Pension System
37,1966508,Self-employed,19,6,Child Education,1,>15L,Low,Intermediate,PPF,Public Provident Fund
36,815593,Student,2,9,Child Education,0,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
33,1067877,Retired,14,1,Tax Saving,0,10–15L,High,Intermediate,NSC,National Savings Certificate
33,2293637,Salaried,13,2,Child Education,0,>15L,High,Expert,NPS,National Pension System
55,716893,Self-employed,12,9,Child Education,3,5–10L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
25,870864,Salaried,7,2,Wealth Creation,0,5–10L,Medium,Intermediate,NPS,National Pension System
35,1996161,Self-employed,18,3,Tax Saving,0,>15L,Medium,Beginner,NSC,National Savings Certificate
25,1166593,Self-employed,20,4,Wealth Creation,2,10–15L,Low,Expert,PPF,Public Provident Fund
33,513765,Student,24,2,Wealth Creation,0,5–10L,High,Intermediate,NSC,National Savings Certificate
23,1098053,Self-employed,22,2,Emergency,3,10–15L,Medium,Intermediate,NSC,National Savings Certificate
37,1745346,Self-employed,12,5,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
30,358529,Salaried,20,5,Emergency,2,<5L,Low,Expert,NPS,National Pension System
36,2151100,Salaried,3,1,Retirement,1,>15L,Medium,Expert,NPS,National Pension System
34,751631,Salaried,24,5,Child Education,3,5–10L,High,Expert,NPS,National Pension System
40,1138989,Student,13,3,Wealth Creation,2,10–15L,High,Intermediate,NSC,National Savings Certificate
47,1164853,Self-employed,12,4,Child Education,0,10–15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
56,1731781,Student,1,7,Tax Saving,1,>15L,High,Expert,Combo,Mixed Investment Portfolio
38,1246584,Salaried,7,8,Wealth Creation,0,10–15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
32,312392,Student,23,5,Child Education,0,<5L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
44,1615560,Retired,6,6,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
37,846034,Student,10,3,Emergency,1,5–10L,Medium,Beginner,NSC,National Savings Certificate
43,875343,Student,4,1,Emergency,0,5–10L,Medium,Beginner,NSC,National Savings Certificate
59,2218975,Student,2,1,Wealth Creation,0,>15L,Medium,Intermediate,NSC,National Savings Certificate
52,665612,Self-employed,16,5,Child Education,2,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
40,1707847,Student,12,1,Tax Saving,0,>15L,Medium,Beginner,NSC,National Savings Certificate
56,1631252,Retired,2,4,Child Education,3,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
43,2191170,Self-employed,8,9,Emergency,3,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
59,708901,Self-employed,19,4,Wealth Creation,0,5–10L,High,Expert,Combo,Mixed Investment Portfolio
36,1924802,Self-employed,7,3,Retirement,1,>15L,High,Intermediate,NPS,National Pension System
42,1122317,Salaried,13,7,Retirement,2,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
39,2493431,Student,19,4,Emergency,0,>15L,High,Expert,Combo,Mixed Investment Portfolio
44,2141905,Salaried,18,8,Emergency,2,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
25,2297359,Salaried,24,3,Child Education,0,>15L,Low,Intermediate,NPS,National Pension System
34,1691819,Retired,13,6,Wealth Creation,3,>15L,Low,Intermediate,PPF,Public Provident Fund
44,2335298,Self-employed,8,2,Tax Saving,2,>15L,High,Expert,NSC,National Savings Certificate
46,2066963,Self-employed,2,9,Emergency,1,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
54,1028052,Self-employed,15,2,Child Education,2,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
59,1520989,Self-employed,2,1,Wealth Creation,3,>15L,Low,Beginner,NSC,National Savings Certificate
39,304999,Salaried,14,4,Retirement,3,<5L,Low,Intermediate,NPS,National Pension System
56,2020442,Self-employed,11,3,Emergency,3,>15L,Medium,Beginner,NSC,National Savings Certificate
39,1980249,Salaried,8,5,Wealth Creation,1,>15L,High,Beginner,NPS,National Pension System
54,1779381,Student,7,2,Tax Saving,0,>15L,Medium,Beginner,NSC,National Savings Certificate
54,685052,Self-employed,2,3,Emergency,3,5–10L,Low,Intermediate,NSC,National Savings Certificate
29,542141,Self-employed,9,8,Wealth Creation,2,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
51,613990,Salaried,20,9,Retirement,3,5–10L,High,Beginner,ELSS,Equity Linked Savings Scheme
34,2493696,Salaried,7,5,Tax Saving,2,>15L,Low,Expert,NPS,National Pension System
46,1957428,Retired,7,8,Emergency,1,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
57,2394616,Retired,21,3,Wealth Creation,2,>15L,Low,Beginner,PPF,Public Provident Fund
59,2218975,Student,2,1,Wealth Creation,0,>15L,Medium,Intermediate,NSC,National Savings Certificate
54,562677,Retired,17,5,Tax Saving,3,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
29,1316491,Salaried,18,10,Wealth Creation,2,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
56,1942112,Self-employed,18,3,Tax Saving,2,>15L,Medium,Intermediate,NSC,National Savings Certificate
29,765802,Retired,9,2,Wealth Creation,0,5–10L,High,Expert,NSC,National Savings Certificate
37,1041892,Self-employed,11,8,Emergency,0,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
40,1025150,Student,23,4,Emergency,3,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
31,2312038,Self-employed,21,1,Emergency,1,>15L,Low,Intermediate,PPF,Public Provident Fund
46,431460,Retired,2,7,Retirement,2,<5L,Low,Intermediate,NPS,National Pension System
31,1286354,Student,20,1,Child Education,1,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
49,530324,Self-employed,4,6,Emergency,1,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
43,1084118,Salaried,3,9,Retirement,3,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
40,2169419,Self-employed,20,2,Child Education,1,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
38,1023163,Self-employed,23,3,Tax Saving,0,10–15L,Medium,Expert,NSC,National Savings Certificate
39,2226198,Self-employed,19,2,Child Education,1,>15L,Low,Expert,PPF,Public Provident Fund
39,2242760,Self-employed,24,5,Child Education,1,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
45,2457269,Self-employed,12,8,Wealth Creation,1,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
28,1524777,Self-employed,2,2,Wealth Creation,2,>15L,Medium,Expert,NSC,National Savings Certificate
39,2195367,Salaried,9,1,Emergency,2,>15L,Medium,Beginner,NPS,National Pension System
45,1750960,Self-employed,21,4,Wealth Creation,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
35,1194803,Self-employed,22,4,Tax Saving,2,10–15L,Low,Intermediate,PPF,Public Provident Fund
38,480482,Self-employed,8,10,Wealth Creation,0,<5L,Low,Expert,ELSS,Equity Linked Savings Scheme
54,849175,Self-employed,22,2,Tax Saving,2,5–10L,Medium,Intermediate,NSC,National Savings Certificate
59,1138152,Self-employed,2,5,Retirement,3,10–15L,High,Intermediate,NPS,National Pension System
45,758291,Self-employed,20,1,Child Education,3,5–10L,Low,Beginner,PPF,Public Provident Fund
56,1738241,Self-employed,10,1,Child Education,0,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
51,1070602,Self-employed,20,4,Tax Saving,1,10–15L,Low,Beginner,PPF,Public Provident Fund
29,1067809,Salaried,14,1,Wealth Creation,0,10–15L,Medium,Beginner,NPS,National Pension System
47,1525618,Self-employed,22,1,Emergency,0,>15L,Medium,Expert,NSC,National Savings Certificate
59,504581,Salaried,22,8,Retirement,2,5–10L,Low,Beginner,ELSS,Equity Linked Savings Scheme
50,1938806,Self-employed,19,4,Emergency,3,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
56,2475343,Student,9,3,Child Education,2,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
48,2411578,Retired,15,2,Tax Saving,1,>15L,High,Expert,NSC,National Savings Certificate
31,874154,Self-employed,20,1,Tax Saving,0,5–10L,Low,Beginner,PPF,Public Provident Fund
46,2285399,Retired,17,3,Emergency,2,>15L,Medium,Beginner,NSC,National Savings Certificate
28,1552383,Self-employed,4,1,Emergency,2,>15L,Low,Intermediate,NSC,National Savings Certificate
26,1973054,Retired,22,2,Wealth Creation,0,>15L,High,Intermediate,NSC,National Savings Certificate
39,1504465,Salaried,20,8,Retirement,2,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
51,2350065,Salaried,3,4,Retirement,2,>15L,Low,Expert,NPS,National Pension System
56,1676520,Retired,1,7,Child Education,0,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
26,2158626,Self-employed,20,10,Wealth Creation,2,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
32,2240304,Retired,11,5,Wealth Creation,3,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
56,1942112,Self-employed,18,3,Tax Saving,2,>15L,Medium,Intermediate,NSC,National Savings Certificate
37,951956,Self-employed,23,2,Child Education,3,5–10L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
30,2495388,Retired,16,5,Child Education,2,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
53,1757315,Self-employed,13,1,Wealth Creation,3,>15L,High,Expert,NSC,National Savings Certificate
56,500633,Retired,1,10,Emergency,1,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
50,346260,Self-employed,23,2,Wealth Creation,3,<5L,High,Beginner,NSC,National Savings Certificate
35,1697111,Retired,14,3,Tax Saving,1,>15L,Low,Expert,PPF,Public Provident Fund
25,738894,Self-employed,15,6,Child Education,0,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
47,2041078,Self-employed,12,2,Child Education,3,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
23,2335936,Self-employed,21,1,Emergency,3,>15L,High,Beginner,NSC,National Savings Certificate
38,551585,Student,2,2,Emergency,0,5–10L,Medium,Beginner,NSC,National Savings Certificate
55,2223680,Salaried,11,7,Wealth Creation,1,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
46,1505096,Salaried,11,2,Tax Saving,1,>15L,High,Expert,NPS,National Pension System
30,1758710,Self-employed,21,4,Retirement,0,>15L,Medium,Expert,NPS,National Pension System
32,1837513,Student,16,2,Emergency,3,>15L,High,Intermediate,NSC,National Savings Certificate
40,1764895,Retired,20,6,Child Education,2,>15L,Low,Expert,PPF,Public Provident Fund
40,802480,Student,20,1,Child Education,0,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
50,1448626,Self-employed,23,9,Child Education,3,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
27,653497,Salaried,7,10,Tax Saving,2,5–10L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
59,769303,Self-employed,16,7,Tax Saving,2,5–10L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
40,1809413,Retired,16,4,Child Education,2,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
42,2211950,Retired,17,4,Tax Saving,1,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
30,2156630,Self-employed,19,2,Tax Saving,0,>15L,High,Intermediate,NSC,National Savings Certificate
45,808186,Self-employed,19,1,Emergency,1,5–10L,High,Intermediate,NSC,National Savings Certificate
57,711200,Retired,17,3,Emergency,3,5–10L,Low,Beginner,PPF,Public Provident Fund
42,778403,Self-employed,24,4,Wealth Creation,1,5–10L,Medium,Intermediate,Combo,Mixed Investment Portfolio
46,828382,Retired,2,8,Emergency,3,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
35,1356323,Self-employed,7,2,Tax Saving,0,10–15L,Low,Expert,NSC,National Savings Certificate
34,1599113,Self-employed,12,10,Wealth Creation,0,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
39,2280182,Self-employed,22,3,Wealth Creation,0,>15L,High,Intermediate,NSC,National Savings Certificate
47,1375439,Retired,20,4,Wealth Creation,1,10–15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
39,1763702,Self-employed,13,6,Child Education,0,>15L,Low,Intermediate,PPF,Public Provident Fund
24,2347711,Self-employed,10,3,Tax Saving,2,>15L,Medium,Expert,NSC,National Savings Certificate
38,1150022,Self-employed,1,9,Emergency,1,10–15L,High,Expert,Combo,Mixed Investment Portfolio
28,1556335,Salaried,17,4,Wealth Creation,0,>15L,High,Expert,NPS,National Pension System
48,1534732,Self-employed,6,4,Child Education,0,>15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
55,381234,Salaried,6,4,Emergency,1,<5L,Medium,Beginner,NPS,National Pension System
47,1097369,Self-employed,24,5,Wealth Creation,3,10–15L,Low,Intermediate,PPF,Public Provident Fund
33,1098352,Self-employed,16,6,Emergency,2,10–15L,Low,Intermediate,PPF,Public Provident Fund
38,1793637,Self-employed,17,6,Child Education,2,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
58,927800,Self-employed,13,3,Emergency,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
40,1559551,Retired,17,8,Retirement,3,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
34,2120407,Self-employed,20,5,Tax Saving,3,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
22,1399106,Self-employed,13,2,Child Education,0,10–15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
54,1524483,Self-employed,19,10,Child Education,0,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
53,1359858,Self-employed,17,10,Emergency,2,10–15L,High,Beginner,ELSS,Equity Linked Savings Scheme
23,2335936,Self-employed,21,1,Emergency,3,>15L,High,Beginner,NSC,National Savings Certificate
33,706557,Salaried,8,7,Tax Saving,0,5–10L,High,Beginner,ELSS,Equity Linked Savings Scheme
58,1855406,Student,9,2,Wealth Creation,2,>15L,High,Intermediate,NSC,National Savings Certificate
44,862466,Self-employed,24,1,Tax Saving,1,5–10L,Medium,Intermediate,NSC,National Savings Certificate
24,1908334,Self-employed,23,6,Child Education,1,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
44,2313748,Self-employed,11,4,Wealth Creation,1,>15L,Low,Expert,PPF,Public Provident Fund
31,2196105,Retired,2,10,Tax Saving,1,>15L,Low,Intermediate,Combo,Mixed Investment Portfolio
24,1542827,Self-employed,21,10,Tax Saving,0,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
51,888150,Student,4,9,Wealth Creation,3,5–10L,Low,Expert,ELSS,Equity Linked Savings Scheme
51,2063672,Self-employed,18,6,Emergency,0,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
34,1194585,Self-employed,1,8,Child Education,1,10–15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
28,1552383,Self-employed,4,1,Emergency,2,>15L,Low,Intermediate,NSC,National Savings Certificate
47,2103591,Self-employed,18,8,Emergency,2,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
54,2005585,Student,21,3,Emergency,3,>15L,Low,Intermediate,PPF,Public Provident Fund
43,1235497,Self-employed,11,5,Emergency,3,10–15L,Low,Beginner,PPF,Public Provident Fund
38,2035967,Salaried,4,7,Emergency,0,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
25,1923614,Salaried,20,3,Tax Saving,3,>15L,Low,Expert,NPS,National Pension System
52,1574041,Self-employed,18,3,Emergency,1,>15L,High,Intermediate,NSC,National Savings Certificate
44,432192,Student,4,6,Tax Saving,1,<5L,Low,Intermediate,Combo,Mixed Investment Portfolio
46,1974688,Self-employed,6,6,Emergency,2,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
42,1279993,Salaried,4,7,Child Education,0,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
28,1552383,Self-employed,4,1,Emergency,2,>15L,Low,Intermediate,NSC,National Savings Certificate
34,723217,Salaried,10,10,Retirement,1,5–10L,Low,Expert,ELSS,Equity Linked Savings Scheme
29,586881,Self-employed,13,5,Child Education,2,5–10L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
45,2083318,Self-employed,14,4,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
34,1026245,Self-employed,16,4,Child Education,3,10–15L,Low,Beginner,PPF,Public Provident Fund
53,1005829,Salaried,15,3,Emergency,1,10–15L,Low,Intermediate,NPS,National Pension System
48,1397793,Retired,3,8,Child Education,1,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
52,734121,Self-employed,18,3,Tax Saving,0,5–10L,Medium,Intermediate,NSC,National Savings Certificate
38,1102717,Self-employed,3,6,Child Education,2,10–15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
41,2023685,Retired,6,5,Tax Saving,0,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
24,1823674,Salaried,12,8,Wealth Creation,0,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
45,969716,Student,22,3,Emergency,1,5–10L,Low,Intermediate,PPF,Public Provident Fund
46,2473113,Salaried,5,4,Tax Saving,1,>15L,Low,Beginner,NPS,National Pension System
38,876991,Self-employed,11,2,Wealth Creation,0,5–10L,Low,Expert,PPF,Public Provident Fund
40,443954,Self-employed,17,1,Child Education,1,<5L,Low,Intermediate,PPF,Public Provident Fund
42,1901408,Self-employed,2,9,Tax Saving,2,>15L,High,Beginner,Combo,Mixed Investment Portfolio
26,2200771,Self-employed,23,1,Tax Saving,2,>15L,High,Expert,NSC,National Savings Certificate
25,727531,Self-employed,12,1,Retirement,0,5–10L,Low,Expert,NPS,National Pension System
23,2432207,Self-employed,16,5,Wealth Creation,3,>15L,High,Expert,Combo,Mixed Investment Portfolio
43,1183527,Self-employed,19,7,Tax Saving,0,10–15L,Low,Expert,ELSS,Equity Linked Savings Scheme
23,417037,Student,20,3,Wealth Creation,1,<5L,High,Expert,NSC,National Savings Certificate
46,422225,Self-employed,24,2,Tax Saving,1,<5L,High,Intermediate,NSC,National Savings Certificate
59,1993687,Retired,14,6,Emergency,2,>15L,Low,Beginner,PPF,Public Provident Fund
50,1580013,Self-employed,14,3,Child Education,0,>15L,Low,Expert,PPF,Public Provident Fund
41,305327,Retired,2,6,Child Education,2,<5L,Low,Expert,SSY,Sukanya Samriddhi Yojana
26,378342,Student,21,3,Child Education,3,<5L,Low,Expert,PPF,Public Provident Fund
53,1536460,Salaried,9,1,Wealth Creation,0,>15L,Low,Expert,NPS,National Pension System
35,1775802,Self-employed,20,6,Emergency,0,>15L,Low,Beginner,PPF,Public Provident Fund
30,1464010,Self-employed,19,3,Wealth Creation,1,10–15L,Low,Intermediate,PPF,Public Provident Fund
46,907508,Retired,13,5,Wealth Creation,3,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
22,648128,Retired,4,2,Child Education,0,5–10L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
37,1606802,Salaried,21,8,Wealth Creation,1,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
58,1669414,Self-employed,24,3,Tax Saving,2,>15L,Low,Expert,PPF,Public Provident Fund
55,1889732,Self-employed,14,3,Tax Saving,1,>15L,Low,Beginner,PPF,Public Provident Fund
27,2158275,Self-employed,15,6,Tax Saving,1,>15L,Low,Intermediate,PPF,Public Provident Fund
46,1054719,Self-employed,9,1,Wealth Creation,3,10–15L,Medium,Expert,NSC,National Savings Certificate
39,2198713,Self-employed,5,5,Tax Saving,2,>15L,Low,Intermediate,Combo,Mixed Investment Portfolio
39,1704590,Student,12,9,Emergency,0,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
45,2083318,Self-employed,14,4,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
26,1115127,Self-employed,24,4,Child Education,2,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
28,2140251,Self-employed,19,5,Child Education,3,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
52,499795,Salaried,16,9,Wealth Creation,0,<5L,High,Beginner,ELSS,Equity Linked Savings Scheme
36,825011,Salaried,7,7,Wealth Creation,0,5–10L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
38,736363,Self-employed,9,4,Child Education,0,5–10L,Low,Expert,SSY,Sukanya Samriddhi Yojana
36,967765,Salaried,12,9,Retirement,3,5–10L,High,Intermediate,ELSS,Equity Linked Savings Scheme
32,1842445,Student,10,2,Child Education,2,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
50,1885667,Self-employed,7,2,Wealth Creation,2,>15L,High,Expert,NSC,National Savings Certificate
28,957844,Salaried,21,3,Child Education,1,5–10L,High,Intermediate,NPS,National Pension System
34,931967,Retired,21,4,Tax Saving,1,5–10L,Low,Intermediate,PPF,Public Provident Fund
47,1301396,Salaried,13,10,Wealth Creation,3,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
26,605957,Salaried,2,9,Wealth Creation,0,5–10L,Medium,Intermediate,NPS,National Pension System
50,2156643,Student,2,5,Retirement,3,>15L,Medium,Expert,NPS,National Pension System
42,778805,Student,18,5,Wealth Creation,3,5–10L,Medium,Intermediate,Combo,Mixed Investment Portfolio
23,358054,Self-employed,6,6,Child Education,2,<5L,Low,Expert,SSY,Sukanya Samriddhi Yojana
42,339214,Self-employed,8,3,Wealth Creation,2,<5L,Medium,Intermediate,NSC,National Savings Certificate
31,2121432,Salaried,14,9,Emergency,2,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
56,1631252,Retired,2,4,Child Education,3,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
39,1194208,Student,3,5,Wealth Creation,3,10–15L,High,Beginner,Combo,Mixed Investment Portfolio
22,2054801,Student,11,1,Tax Saving,2,>15L,Low,Intermediate,PPF,Public Provident Fund
36,552572,Self-employed,3,1,Retirement,0,5–10L,High,Beginner,NPS,National Pension System
47,1724600,Student,6,1,Child Education,1,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
42,982851,Self-employed,4,7,Tax Saving,2,5–10L,Low,Expert,ELSS,Equity Linked Savings Scheme
46,2118396,Student,8,8,Child Education,3,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
43,1016097,Retired,1,7,Tax Saving,1,10–15L,Low,Expert,Combo,Mixed Investment Portfolio
42,858788,Student,1,2,Retirement,2,5–10L,Low,Intermediate,NPS,National Pension System
45,578364,Salaried,19,4,Emergency,2,5–10L,Low,Beginner,NPS,National Pension System
26,345091,Student,17,2,Tax Saving,3,<5L,Low,Expert,PPF,Public Provident Fund
26,545117,Retired,22,3,Child Education,1,5–10L,Low,Expert,PPF,Public Provident Fund
34,967527,Self-employed,5,6,Emergency,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
37,1445202,Self-employed,22,5,Child Education,1,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
32,803793,Self-employed,7,2,Retirement,2,5–10L,Medium,Beginner,NPS,National Pension System
